regime_1,regime_2,regime_3,regime_4,regime_5,regime_6
1.280326125520722e-5,2.9384342084264064e-4,0.00690067020692431,0.007569348764208612,0.74601761056266,0.24465556707215885
3.737573115998569e-8,4.249835009543265e-9,0.00690067020692431,0.007569348764208612,0.74601761056266,0.24465556707215885
1.0746928063831244e-4,1.9897353000014212e-6,0.00563137812141133,0.0056266486521556,0.8937434007402874,0.10038484685448822
5.089386786701721e-6,1.5701268278084648e-5,0.007480237647334792,0.008257960646098898,0.898345684074544,0.09520400098376029
1.518405089892264e-5,1.575264432155319e-5,0.007062936262570079,0.007688393860204681,0.7768002393377755,0.21320505262080808
8.439897728683791e-5,3.2973632075668057e-6,0.004078230699030973,0.005070134805116016,0.6973014504382656,0.29155055645724104
3.384880509621188e-5,6.177349933247406e-6,0.004449585488304157,0.013490275872728446,0.6799282224859687,0.30784628750070686
4.957370105131207e-6,7.258182206842648e-5,0.007609025264447183,0.008634849344290929,0.6815673482476602,0.3060921716807304
3.767543237218007e-5,3.72060591334161e-6,0.0029857652253174917,0.006000831892605951,0.8308839530631278,0.16163306416700285
1.2177069762321574e-5,9.699995469625239e-6,0.0024812951662490823,0.004926601472184526,0.9147274451453841,0.07999387301389331
2.378844924313386e-5,4.191089853332827e-6,0.0018756641137669182,0.011128798736451315,0.9245997268340167,0.06927793072592281
9.105814709167344e-6,1.1905489962770836e-5,0.008302314912774552,0.0113088611371692,0.8812110148771494,0.10509140093231173
4.3708729242771445e-6,4.060211316020681e-5,0.005247651198249367,0.01711901587914667,0.7825779616016928,0.19671243783062628
2.2852802087503622e-4,8.994294601337597e-7,0.0030276566706922687,0.0126591174077808,0.6774301753037656,0.30401520591540904
6.950588898594657e-7,2.5568200074149543e-4,0.0028917826868227925,0.0207309223158268,0.6174090128700178,0.3558078370077942
5.578849941798019e-5,3.285625469907593e-6,0.004527210703358615,0.013808067059975416,0.7548722620113324,0.2280495134762576
1.5019848304784273e-5,1.0520468230763953e-5,0.005994615428975393,0.007351168698344108,0.8618153242379551,0.1289980893696523
5.9134129764473506e-5,2.7372575462348983e-6,0.0036755145649828925,0.010668403716403652,0.8882045339068947,0.10510430327052363
7.429696763506855e-6,1.662944781143435e-5,0.008850733181990618,0.01248538538648642,0.8967430683285225,0.0894767442988953
3.381781904203962e-6,3.794726639870095e-5,0.004238980946388398,0.02421096586089367,0.8980234922075427,0.07567563063580006
3.369144632765903e-5,3.794517460654819e-6,8.107194641575185e-4,0.031835975128388094,0.8868929418790131,0.07820169031291563
1.0493521383528789e-6,1.5317276084122184e-4,0.0023583827289342064,0.04472260561459021,0.7947406722039062,0.14981329902559473
6.617300992682456e-5,4.942315564189682e-6,0.05163318095237492,0.02772719538342529,0.653505119670618,0.26292362896934796
8.5274753160569e-5,7.637263271868675e-6,0.13690602831998702,0.013279330372598737,0.3927064713377012,0.465929005119932
4.08328765718474e-4,9.518480238287262e-7,0.13686657337424643,0.007339993045984286,0.390266945865099,0.46550371185466466
1.7788075170920554e-14,0.9960243905644293,2.234913750507759e-9,0.003940562888603882,1.763199231984744e-7,3.2018534292840536e-4
2.4087146662070285e-12,0.9961438374322377,5.379299090480386e-8,0.003850984534304682,6.447291145351723e-7,6.37508215741822e-5
3.5312948344296435e-17,0.9983693292505914,5.599923620425224e-12,0.0016254290499272167,5.329360470810655e-11,5.241640591721683e-6
2.910911888030028e-15,0.9987480722505464,2.982515474246822e-10,9.644851279331291e-4,4.136958802865649e-9,2.8743818630119127e-4
7.203949959106185e-17,0.9999295687006825,7.972656352610397e-12,5.675615667875147e-5,1.0762023706670565e-10,1.3675027036570992e-5
5.3644994375194776e-17,0.9999393881135982,6.452923298018783e-12,4.683126851598517e-5,8.498452666735353e-11,1.3780526442592087e-5
8.111605464559257e-17,0.9999275812211079,9.227859130272662e-12,5.535955365231572e-5,1.236655604914607e-10,1.7059092354499137e-5
1.1464209531170775e-16,0.9999163880421121,1.2418999777287086e-11,6.337253170700655e-5,1.6878826496214345e-10,2.0239244969620758e-5
3.6023336852026366e-13,0.9926374903516523,2.1171283629249076e-8,0.0037073700648064113,3.3147149304536386e-7,0.003654786940418253
8.92737971112834e-17,0.999855111108052,1.0348109039828484e-11,1.2421162181966308e-4,1.3773585065154013e-10,2.0677122042972427e-5
6.958986331990667e-17,0.9999149711715123,8.513786062489362e-12,6.60365574754165e-5,1.1153573309191154e-10,1.8992150961279187e-5
3.04274523270259e-17,0.999928188712807,4.366056825222376e-12,5.7079075916618966e-5,5.432905556346134e-11,1.4732152556218086e-5
5.595308253974629e-17,0.999915967387766,7.2109152568932315e-12,6.56200787140896e-5,9.29176309329945e-11,1.8412433407690947e-5
4.0494915818494473e-17,0.9999202406619963,5.566169491397896e-12,6.296026934153515e-5,7.024367581689367e-11,1.6798992870374174e-5
5.470361243113653e-17,0.9999133045965797,7.139482753333677e-12,6.785176111933048e-5,9.15563380496609e-11,1.8843543579146036e-5
9.62228504579394e-17,0.9999000150043137,1.13501953126105e-11,7.693682765073161e-5,1.5035516903013459e-10,2.304800630563383e-5
1.1978455617607963e-16,0.9998934398325889,1.3607751340552986e-11,8.148499353935618e-5,1.8229754330600235e-10,2.5074977982072662e-5
1.3669091996542066e-13,0.9933117028224611,9.928697209123731e-9,0.003695817297299605,1.506593146076818e-7,0.00299231929210311
1.2659160115935708e-16,0.9998280311358972,1.4310196829143742e-11,1.4542612084883483e-4,1.9213456350214223e-10,2.654253681292503e-5
9.701621810609251e-14,0.9942121541242741,7.170049883336977e-9,0.0033334568870371094,1.0934841137190186e-7,0.002454272470129167
1.7921819869246952e-12,0.9997400261900494,8.511173716156059e-8,2.4188007101394113e-4,1.3744513451580726e-6,0.008238573779377272
7.698759403972193e-17,0.9997381760909526,9.641042281783114e-12,2.3817287986467302e-4,1.2542829284617317e-10,2.3650894117048885e-5
6.512496831749186e-17,0.9999000465678333,8.391169730375818e-12,7.85486046264815e-5,1.0800492357934809e-10,2.140471114407254e-5
5.503483951320552e-17,0.9999051679611165,7.325682245391097e-12,7.44875279925358e-5,9.339229873063351e-11,2.0344410163021264e-5
6.88665367089168e-17,0.9998997566163368,8.804955617066837e-12,7.820454118587056e-5,1.1359868195431681e-10,2.2038720052284482e-5
7.134565342578216e-17,0.9998983521739653,9.075181760382231e-12,7.92435677718736e-5,1.1739748456038984e-10,2.2404131810567104e-5
6.505619128116687e-17,0.9998999343486145,8.428166200227386e-12,7.824974029286029e-5,1.0842164106577679e-10,2.181579426728916e-5
6.718179405234743e-17,0.9998987623011841,8.661432886185753e-12,7.909845825951404e-5,1.1159873603152186e-10,2.213912028372267e-5
6.759193411124783e-11,0.9997504843491205,1.701366787379145e-6,2.4234468825882577e-4,1.9396803576151796e-5,7.170962040192552e-6
9.964443471078147e-17,0.9996449764300431,1.1968377913038295e-11,3.2313522610122363e-4,1.5821890670355384e-10,3.1888173662901764e-5
1.6702280557394286e-16,0.999870154577371,1.824402608186515e-11,9.951153416104624e-5,2.4756001571571527e-10,3.0333622681198256e-5
8.219903420324983e-17,0.9998920951568631,1.024651818915676e-11,8.38999313464635e-5,1.3341321148386517e-10,2.4004768152496268e-5
7.079447740092348e-17,0.9998955496211126,9.07991905631945e-12,8.15515394105953e-5,1.1718478393923252e-10,2.289871323304127e-5
1.0873767250535911e-16,0.999884625434601,1.288688719717644e-11,8.886945390511162e-5,1.702468390855175e-10,2.6504928353934585e-5
5.0537461678519775e-17,0.9999025144808391,6.909172010818865e-12,7.692199397476411e-5,8.734090498228445e-11,2.0563430940069395e-5
5.345890606797266e-17,0.999901178942948,7.237719163389078e-12,7.781808749453568e-5,9.17844769680635e-11,2.100287054020036e-5
1.4714130038948291e-16,0.9998754666121745,1.6521392459669104e-11,9.499570472047293e-5,2.2212122694132487e-10,2.9537444451042764e-5
9.22468838181898e-17,0.9998874192271828,1.1302032625440547e-11,8.725986819471637e-5,1.479433877653359e-10,2.5320745366599755e-5
1.0539258287065865e-16,0.9998838312383344,1.2605241764436782e-11,8.964076561191104e-5,1.6630885885464698e-10,2.6527817129055136e-5
1.2749755098822486e-16,0.999878410560119,1.472638618880074e-11,9.326184204805307e-5,1.9626676615467628e-10,2.8327386830942958e-5
8.877248348527733e-17,0.9998876723502583,1.0972169804703739e-11,8.718531601648507e-5,1.4327843702404238e-10,2.5142179452035382e-5
1.0017706524645625e-16,0.999884431216614,1.2113262433414688e-11,8.934377408241889e-5,1.5927032245535166e-10,2.622483789932103e-5
4.416990741263932e-17,0.9999036495549325,6.218619960357481e-12,7.637701610486105e-5,7.786503759382585e-11,1.9973344886679325e-5
5.1593888135315546e-17,0.9999002417563092,7.061083261008149e-12,7.868656123718503e-5,8.923929385188501e-11,2.107158613143759e-5
1.3367035775810875e-16,0.999876106002939,1.5339962172973582e-11,9.487478609718176e-5,2.0483440080860595e-10,2.901899078013685e-5
4.043641916319345e-17,0.9999049612476587,5.794038721562193e-12,7.555802027623437e-5,7.212276209390619e-11,1.9480654158104804e-5
7.737471294523786e-15,0.997438150074247,8.03351187960304e-10,0.0017337428222448381,1.1131828825393676e-8,8.280951683330334e-4
8.427249900679828e-17,0.9998619578602078,1.0547976356058678e-11,1.1294866624181254e-4,1.3714261403164524e-10,2.5093325835603313e-5
7.035777951011599e-14,0.9941322141404079,5.6560749024867806e-9,0.0034583122769514907,8.387825370883945e-8,0.002409384048265716
6.321184289803428e-14,0.9922516289064408,5.1845513904505306e-9,0.005400366047464542,7.712910215201678e-8,0.0023479227324027076
8.589646429280365e-17,0.9998061522403782,1.0748031839166024e-11,1.6830572382703292e-4,1.396960351520024e-10,2.554188536360936e-5
9.904441068405122e-17,0.9998817488082414,1.2048969547833977e-11,9.176644658447115e-5,1.581211435293836e-10,2.648457500328236e-5
1.8919079038960467e-16,0.9998641230743951,2.0413637078525057e-11,1.0295138665169666e-4,2.7784159849685984e-10,3.292524071765468e-5
2.7782823713999014e-5,4.3234950755229604e-4,0.007171402392575216,0.004591181158618898,0.08463102079063047,0.9105262862614734
7.447696969143196e-8,1.7665041297235216e-8,0.007173184652510628,4.402826650461072e-4,0.08476509188368903,0.9104700555848242
1.0323395109414461e-5,1.1095552188251212e-4,0.00963341826099142,0.0012831332946443286,0.742580010934413,0.2556198060047396
1.7758693774124987e-5,3.0514505555696528e-6,0.008206743557385505,0.001836248424757356,0.9451638444882753,0.052350580342177405
1.0066479111311845e-4,7.738016823206357e-7,0.005465900288989702,0.002994466521090369,0.951091709447291,0.04573268634489265
1.2934075425881607e-5,6.6125967316788996e-6,0.0032672389804814686,0.007749801586481286,0.9351096705316728,0.06141266015137452
2.668252261460061e-5,3.47737337700893e-6,0.0033562313297872295,0.0071314434025832344,0.9269688451961029,0.06817772119965206
2.3000573438871555e-5,4.593867710098414e-6,0.0025478346612872586,0.012555892977660826,0.8790536009094161,0.10826761018326075
1.1454237148371515e-5,1.950364580830337e-5,8.203335215940598e-4,0.039686449301980155,0.740267821057351,0.21447026708673683
1.2433912493271488e-6,1.1154126473766894e-4,0.002365608859592932,0.0622415915062431,0.6814514967281862,0.2466031489188508
6.479704363994439e-6,1.9406659215452184e-5,0.006411818797545583,0.05124467348461454,0.7738097747650422,0.1678679601847386
5.007143963374511e-6,3.015342003012118e-5,0.006307938999481902,0.037200399268747145,0.8329711987593966,0.12732651837561204
4.868257331870507e-5,3.948446999630987e-6,0.003177963489218347,0.023229523349733907,0.8347915226486918,0.14033941700682803
5.107853363024726e-5,6.104748557997957e-6,0.003502401103501231,0.057957715487336865,0.7605944561433365,0.19362662897468116
1.0601637617330835e-6,1.4815258340323352e-4,0.002845589123314125,0.08130278533020673,0.6724945190714015,0.2365041596396037
2.210375481795775e-6,4.198059399667393e-5,0.002917544302036918,0.06651464777127493,0.6109666656890035,0.30482483049081166
0.0016643996764450194,5.523517383211924e-7,0.10905238497108825,0.006362302930297797,0.5110362993278877,0.37535832097831856
1.3052706192006802e-4,1.1506708691509234e-6,0.11341948466732411,0.002413977608133574,0.6842807869350532,0.1999997063595016
2.760573918936815e-5,7.127614204281862e-6,0.07270561695871325,0.006517064804114225,0.7840845330098017,0.13701630815388852
1.2380011185491178e-4,4.214621354294594e-6,0.10098158294437676,0.0029328097835956747,0.5993644509036149,0.314302577827408
7.04738020215109e-4,4.593501525846583e-7,0.12147405832990589,0.009846425671425622,0.5247298722707028,0.35319913067298464
3.589697170670943e-5,1.206055904264727e-5,0.08133849126688703,0.0028736136369715056,0.6364854571601178,0.2798996088943398
5.177835729574366e-4,7.039702676491496e-7,0.06884997295794204,0.008118990602840825,0.6364393328009691,0.28984069725762723
1.4001179738550536e-5,4.1125575888532035e-5,0.028443373612979893,0.009601780516094553,0.6684798683473037,0.2955052766692584
2.9293221278889505e-4,1.0275260918574449e-6,0.023914925715801384,0.0048752414987816425,0.7312095462979924,0.2347708785978717
6.472392247567604e-5,6.328624665362911e-6,0.013478976305227493,0.031808538653101966,0.7339303410628567,0.219176922569058
2.973360279803516e-6,5.1374966562138635e-5,0.007117881949988039,0.1214564656033008,0.640425659566182,0.24177350154300142
1.7542733885495073e-7,4.184651508703793e-4,5.067088446250592e-4,0.14276573118063568,0.5967084723603694,0.2571584811129899
2.0798014149230845e-5,6.617753797329015e-6,0.005850985807571539,0.06706171719602222,0.8038702348892905,0.10413347997097006
1.5645977071862896e-4,1.2983521872394177e-6,0.1028596784747715,0.015806128350233952,0.8329592733122244,0.04720514960565057
1.4233598998628185e-5,7.236586106273992e-6,0.18497253066480043,0.009348412818620592,0.7576639341114189,0.04459680560857054
3.288849729862851e-4,5.797668154665095e-9,0.9695798221384978,5.856015772701055e-4,0.006594726640290845,0.01341707571037092
7.124093854581633e-4,9.578302804955726e-10,0.9916108910563488,1.8507532650214626e-5,9.07885068575783e-4,0.007943598991662543
5.787732705644381e-5,1.590582451388969e-7,0.8525865561670904,0.0010306028735090184,0.07636037196043302,0.02433173077195441
1.0407993321267605e-5,3.197569057837632e-5,0.3945131129200762,0.005793161919747959,0.44178643661404793,0.14831049858506046
5.900093074666578e-6,1.8652624167288852e-5,0.3917261349236952,0.0059710624539242975,0.4374339066652404,0.1551888387649936
0.00520348049980654,4.3909918080559736e-8,0.9270317084542194,0.0012833306015506626,0.007745295889429235,0.05402508868119952
0.0016420739302437834,1.4338368556616796e-9,0.972585622034007,2.7312496415906634e-5,0.0010940333027196273,0.02616170782447215
1.5165506678803726e-5,3.741712020352432e-5,0.9694913827861196,1.0085359606659179e-5,0.0013249906846885754,0.029253641711801382
2.4659342552523265e-4,6.282345661825411e-10,0.9940537483414691,2.0085291185076493e-5,9.880633409875932e-4,0.005608968679996943
5.105582388275324e-4,7.938617986909675e-9,0.9985869720071245,1.108572039991096e-4,0.002762540692853841,0.0013235710688305434
9.400448962281224e-4,7.194175910268654e-11,0.9951875542718839,2.6720903113032513e-6,6.774715188747756e-5,0.0038019815177317705
6.712820573282551e-5,5.391823222953257e-7,0.994599516860903,0.0030891486384628467,0.0060393946800246425,0.003899598612738478
1.611075425666203e-4,2.394326832757855e-8,0.9954608190863127,2.8555128457677983e-4,0.003201212042700576,0.009638238947654044
1.360984357068027e-4,9.195812262064312e-8,0.9958736031106591,8.048971627397648e-4,3.154991537813632e-4,0.003801055574932765
9.014407785737387e-4,3.5410133639022777e-10,0.9916868783149758,9.314936607872983e-6,2.826905298540001e-4,0.007119675085847731
1.2831886929478027e-4,1.5328622826586677e-7,0.9953958106021753,0.0011369707176698918,1.958207502882481e-5,0.00413232976887762
9.121990213310571e-4,2.2566311604977606e-12,0.9983684841189765,1.500548919242184e-7,3.6470911508537902e-6,0.0022221405656577924
9.973684654800432e-4,1.5707939025687526e-8,0.9772231919935321,2.0270090719569296e-4,0.004921988471072929,0.0055074798650575005
0.41344505087140643,6.512331706135385e-14,0.5864937552903516,6.0770602894053704e-09,1.1943352973914776e-7,2.956016984320312e-4
0.3932639195893816,2.355388947256593e-12,0.6036318784249218,1.5903450904387441e-7,3.652542433722136e-6,0.0012193373018381057
5.450664126946057e-4,7.4665466248611735e-6,0.42525948924185275,0.006418609575216399,0.43087526002220117,0.14202215819868347
3.92821185182496e-6,1.314494343754569e-5,0.3111859865264324,0.0018847667207803056,0.5262226552742404,0.1614169569986357
0.0013925294367846785,1.9719406374338714e-7,0.540838568727967,0.003205899047389795,0.36486243939763946,0.09616849676622768
2.5738555175045872e-5,1.5448430657699262e-5,0.6131211632671447,3.0338771418918025e-4,0.3159303841521653,0.07306701122500332
2.523860825947647e-4,6.06653252680436e-10,0.9930592899439873,4.8188456998591456e-5,0.006057310155673279,0.00617180909348835
4.493818198880122e-4,7.656245714224528e-9,0.9969956144727754,1.001456257239665e-4,0.0028773242465318905,0.0028865267024844026
2.947665326499599e-4,3.988643819213742e-9,0.9901448265741133,5.564852075715668e-5,9.519469023294164e-4,0.008552807481470793
1.895462683625103e-5,7.783179352202863e-6,0.9832609233345899,0.0019196278722271563,0.0017354729754972752,0.013976469609521595
5.687927380847512e-14,0.9931553561435859,1.5244487066969823e-7,0.006625578031826143,4.149712978340444e-6,0.0022204180362491183
1.76698799065596e-17,0.9944183914153746,2.4295475478224883e-12,0.005581242431654815,3.127347386261452e-11,3.6611921785095864e-7
1.9105636808658808e-17,0.9999110846447093,2.403413122581658e-12,8.38101436592157e-5,3.05397180199126e-11,5.105178698301052e-6
3.018412735036023e-17,0.9999612443472766,3.733443185806212e-12,3.0196772584868314e-5,4.873238156693627e-11,8.558827650462302e-6
4.204511951713363e-17,0.9999496693280489,5.133781705577395e-12,3.893235945105773e-5,6.728690794074848e-11,1.1398240032921306e-5
6.2800427702823e-17,0.9999373922929184,7.337263664403164e-12,4.8073908866682176e-5,9.750252713618096e-11,1.453369332201437e-5
8.11595676184225e-17,0.9999275224903075,9.23280456508878e-12,5.5408996252203796e-5,1.2373191387138275e-10,1.7068380467432587e-5
6.382307510639853e-17,0.9999267717532607,7.708780432606261e-12,5.6586122617571346e-5,1.0138213799752285e-10,1.664201503390279e-5
6.942965203882294e-17,0.9999216252843482,8.354228328174557e-12,6.051700982274211e-5,1.1002066609900319e-10,1.7857587478025284e-5
6.124810610719568e-17,0.9999207541940418,7.61406196266278e-12,6.15361872379575e-5,9.924996677578673e-11,1.7709511906089254e-5
5.84004356265821e-17,0.9999190823366033,7.379989945331332e-12,6.30042949122681e-5,9.565484667086031e-11,1.7913265499031603e-5
1.1268380050047084e-12,0.9999171084602015,5.6908001304639125e-8,0.005326716642758804,8.553502736554699e-7,0.006470507802158708
6.801685818409515e-17,0.9998316118534285,8.45524779280793e-12,1.4778434938922857e-4,1.1022871024259993e-10,2.0603678482002144e-5
7.056523273353234e-11,0.9956260239808401,1.7082259611827908e-6,0.004184044193793099,2.074162833352526e-5,1.8993177422337203e-4
8.601252726192901e-15,0.9934124695076293,8.432661083996161e-10,0.005651691284482023,1.1948261426776225e-8,9.358264163201629e-4
6.037720104323415e-17,0.9998340860388029,7.7923617978907e-12,1.4616157027148798e-4,1.0059044103641828e-10,1.975228249540264e-5
7.023481863987164e-17,0.9999046821335693,8.811014625077165e-12,7.434669319880006e-5,1.1449151922838343e-10,2.0971049984613108e-5
2.4634156868438877e-13,0.9920174219333621,1.627680070543838e-8,0.004210522870041221,2.499733565897106e-7,0.0037717889462233496
5.6049714317592474e-11,0.9992817297631704,1.4409725107224914e-6,6.024782022593261e-4,1.8146144128655952e-5,1.1579200907878177e-4
1.2894884496837438e-16,0.9994882465813952,1.4620526430661133e-11,4.796801830131049e-4,2.0020374239126606e-10,3.207302082039403e-5
9.052405332242042e-17,0.9998905160432435,1.0939111661738091e-11,8.588826270321374e-5,1.4372545452703014e-10,2.3595539377974942e-5
6.795885693543363e-17,0.9999017648860457,8.672019102528786e-12,7.665230720889166e-5,1.1210238189355199e-10,2.158268600632486e-5
1.715023638290309e-16,0.9998781645670055,1.8461984516990828e-11,9.224271608896588e-5,2.515630417582344e-10,2.959244690769652e-5
8.248878433339501e-17,0.9998959195262498,1.0186782679554958e-11,8.07881476503562e-5,1.330470052364404e-10,2.3292182849837732e-5
1.4650594067645903e-16,0.9998809707816887,1.6287070861663324e-11,9.066124654796526e-5,2.1982424351885004e-10,2.8367735623864914e-5
1.0162516382890179e-13,0.9939419910179709,7.515154110067012e-9,0.003468768864414386,1.1354755240558156e-7,0.002589119054781884
3.8568266805336256e-17,0.9998652525162686,5.504532300060842e-12,1.1613415705812732e-4,6.861109268530844e-11,1.8613252592144076e-5
